,Store Number,City,Sales,Ave. Sale Price,County Number,Zip Code,Ave. Margin per Liter,Volume Sold(L),Ave. Volume sold(L),Margin,Q1 Sales
1105,4920,JOHNSTON,3587.91,70.3511764706,77,50131,2.3856969123,225.86,4.42862745098,4.48705882353,1175.12
1106,4921,CEDAR RAPIDS,4792.44,69.4556521739,57,52404,2.37116633506,316.46,4.58637681159,3.80405797101,1189.8
1107,4923,AURELIA,1502.82,166.98,18,51005,0.279223985891,139.5,15.5,3.95666666667,79.2
1108,4924,NASHUA,4879.24,82.6989830508,19,50658,1.75268563358,385.55,6.53474576271,4.67559322034,1213.62
1109,4925,URBANDALE,2968.25,76.108974359,77,50266,1.52845125954,195.86,5.02205128205,4.30641025641,413.78
1110,4926,DES MOINES,4033.2,52.3792207792,77,50322,3.5437451041,200.0,2.5974025974,4.90467532468,556.72
1111,4927,WEST DES MOINES,2158.74,41.5142307692,77,50265,2.0066525841,150.6,2.89615384615,3.515,500.31
1112,4929,ADEL,528.24,132.06,25,50003,0.242916666667,45.0,11.25,2.3975,342.0
1113,4930,BOONE,2837.16,157.62,8,50036,0.726843768372,221.2,12.2888888889,4.07388888889,535.68
1114,4932,CEDAR FALLS,9197.58,104.517954545,7,50613,1.48440461159,711.81,8.08875,3.64795454545,2308.51
1115,4933,BURLINGTON,2150.76,126.515294118,29,52601,0.340671101774,164.7,9.68823529412,2.27,977.04
1116,4934,SPRINGVILLE,3820.14,181.911428571,57,52336,0.340529100529,361.5,17.2142857143,4.10428571429,701.1
1117,4935,WATERLOO,28466.11,222.391484375,7,50703,2.30876198619,1706.66,13.33328125,3.5140625,3928.69
1118,4937,SHENANDOAH,2003.36,117.844705882,73,51601,1.41163243075,179.85,10.5794117647,3.64823529412,543.12
1119,4938,HAZLETON,3370.78,124.843703704,10,50641,0.676765628062,251.9,9.32962962963,3.17,872.8
1120,4939,URBANDALE,53.4,17.8,77,50322,4.84952380952,4.35,1.45,4.83,53.4
1121,4940,CAMBRIDGE,1425.39,38.5240540541,77,50046,2.32560812732,110.46,2.98540540541,4.21594594595,323.36
1122,4941,URBANDALE,6832.39,80.3810588235,77,50322,1.31767413632,482.05,5.67117647059,3.50823529412,1891.17
1123,4942,DES MOINES,3511.18,113.263870968,77,50309,1.51922683052,249.6,8.05161290323,4.62451612903,696.6
1124,4943,ELDON,3206.83,97.1766666667,90,52554,1.83075877826,238.5,7.22727272727,4.20181818182,654.18
1125,4944,MARTENSDALE,2233.98,131.410588235,91,50160,0.795387488329,121.5,7.14705882353,4.75235294118,270.72
1126,4945,OSAGE,12057.11,34.5475931232,66,50461,4.22412449881,907.22,2.59948424069,4.97621776504,3152.48
1127,4947,CEDAR FALLS,17109.81,48.3327966102,7,50647,3.24903468723,1199.06,3.38717514124,4.56443502825,3181.19
1128,4948,WHEATLAND,894.04,47.0547368421,23,52777,2.02781954887,78.12,4.11157894737,4.29421052632,324.53
1129,4949,DAVENPORT,5017.54,76.0233333333,82,52802,1.89896140675,425.96,6.45393939394,3.02742424242,1180.06
1130,4950,CEDAR RAPIDS,4532.63,82.4114545455,57,52403,1.08261177288,306.89,5.57981818182,3.16181818182,1063.04
1131,4952,DAVENPORT,8550.78,140.176721311,82,52804,1.04383097959,465.3,7.62786885246,4.52836065574,1639.58
1132,4953,LOST NATION,2555.05,106.460416667,23,52254,1.69213128307,170.27,7.09458333333,4.59125,806.78
1133,4954,URBANDALE,570.6,142.65,77,50322,0.0898900462963,72.6,18.15,1.6325,188.4
1134,4956,CEDAR RAPIDS,7224.64,84.9957647059,57,52405,1.65940070028,467.77,5.50317647059,4.32764705882,1591.71
1135,4957,WALL LAKE,1712.64,171.264,81,51466,0.458095238095,103.5,10.35,4.47,297.0
1136,4958,CEDAR FALLS,11312.56,57.4241624365,7,50613,2.65996943681,768.63,3.9016751269,4.58670050761,2239.2
1137,4959,CEDAR FALLS,26035.06,150.491676301,7,50613,1.5497113265,1897.2,10.9664739884,4.4676300578,4118.95
1138,4960,AMES,4769.37,183.437307692,85,50010,1.21369551282,493.5,18.9807692308,4.49346153846,807.17
1139,4961,DUBUQUE,450.01,45.001,31,52003,2.93872104019,21.63,2.163,3.727,67.26
1140,4962,DAVENPORT,34468.97,247.978201439,82,52803,1.07546664292,2257.15,16.2384892086,3.38467625899,5823.46
1141,4967,BLUE GRASS,8644.12,24.9110086455,82,52726,3.90459777105,697.83,2.01103746398,4.03942363112,1046.51
1142,4968,BROOKLYN,994.74,124.3425,79,52211,0.390505952381,87.0,10.875,3.06625,55.32
1143,4969,CLEAR LAKE,59746.53,130.450938865,17,50428,2.13647974284,4024.75,8.78766375546,6.24364628821,10599.38
1144,4970,WEST LIBERTY,6050.11,40.3340666667,70,52776,3.79092816586,478.31,3.18873333333,4.61313333333,1121.65
1145,4971,PLEASANT HILL,20142.38,214.280638298,77,50327,1.95070761857,1887.95,20.0845744681,5.2620212766,2352.25
1146,4972,MONONA,5796.74,50.4064347826,22,52159,2.56932401656,450.75,3.91956521739,4.7452173913,809.5
1147,4973,WEST UNION,18474.4,98.7935828877,33,52175,1.87142601821,1772.13,9.47663101604,4.82695187166,2378.18
1148,4974,DES MOINES,4640.72,84.3767272727,77,50317,1.95846482684,272.54,4.95527272727,4.20654545455,835.64
1149,4975,SIOUX CITY,2866.64,130.301818182,97,51104,0.971323953824,166.2,7.55454545455,4.28227272727,603.3
1150,4978,WATERLOO,9250.67,126.721506849,7,50702,1.38259934225,571.95,7.83493150685,4.84123287671,3287.37
1151,4979,CEDAR RAPIDS,31883.49,113.869607143,57,52402,1.57904523723,1262.79,4.50996428571,3.91525,6794.03
1152,4980,WASHBURN,1864.14,155.345,7,50702,0.858094135802,141.75,11.8125,4.27333333333,252.84
1153,4981,TRAER,2824.86,201.775714286,86,50675,0.712151124339,178.3,12.7357142857,3.19785714286,252.84
1154,4982,ALTA,1731.36,133.181538462,11,51002,0.420598290598,143.25,11.0192307692,3.94,490.98
1156,4984,MUSCATINE,7833.09,38.5866502463,70,52761,4.51209910541,519.62,2.5597044335,4.14832512315,2149.08
1158,4986,FLOYD,15528.97,149.317019231,34,50435,1.27026378245,1043.62,10.0348076923,5.10692307692,5967.09
1159,4987,AMES,3417.01,31.9346728972,85,50010,2.74437525927,252.49,2.35971962617,4.20093457944,1298.68
1160,4988,CEDAR FALLS,49640.33,56.4736405006,7,50613,4.95835770272,2780.32,3.16304891923,5.70935153584,7959.26
1161,4989,IOWA CITY,1612.36,84.8610526316,52,52240,0.820994935255,161.8,8.51578947368,3.37421052632,321.28
1162,4990,GRISWOLD,420.81,84.162,15,51535,1.09088888889,34.5,6.9,4.75,420.81
1163,4991,ELKADER,1762.54,110.15875,22,52043,0.717199074074,181.35,11.334375,3.140625,446.08
1164,4992,DANVILLE,851.34,85.134,29,52623,0.544063492063,72.75,7.275,3.065,99.9
1165,4993,KEOKUK,9309.45,105.789204545,56,52632,1.17464947773,659.25,7.49147727273,3.93761363636,2267.28
1166,4995,HARLAN,4455.28,79.5585714286,83,51537,1.4804806721,405.05,7.23303571429,3.5625,1003.14
1167,4996,DUBUQUE,756.42,126.07,31,52001,0.658703703704,42.0,7.0,3.78666666667,157.84
1168,4997,DES MOINES,21706.63,133.169509202,77,50309,1.19464731027,1831.45,11.2358895706,4.15570552147,5399.17
1169,4998,LAKE CITY,9881.33,102.930520833,13,51449,1.03096643519,888.75,9.2578125,4.36520833333,2333.28
1170,4999,CLARKSVILLE,2373.52,74.1725,12,50619,1.63902219742,186.39,5.8246875,3.498125,562.27
1171,5000,NEVADA,1303.56,118.505454545,85,50201,0.341270743146,102.6,9.32727272727,3.16818181818,188.88
1172,5001,INDEPENDENCE,15661.33,58.0049259259,10,50644,3.54708228282,1124.52,4.16488888889,4.53648148148,2457.92
1173,5003,DAVENPORT,23966.65,148.861180124,82,52804,3.14182032727,1384.59,8.5999378882,5.76658385093,3376.2
1174,5004,IDA GROVE,14350.01,97.6191156463,47,51445,0.953173199439,1290.25,8.77721088435,4.33489795918,3497.01
1175,5005,LAURENS,9635.34,69.8213043478,76,50554,1.12028113258,986.87,7.15123188406,4.21028985507,3127.37
1177,5007,DENVER,9702.39,103.216914894,9,50622,0.852389757321,899.25,9.5664893617,4.34287234043,2068.74
1178,5008,EMMETSBURG,1919.47,73.8257692308,74,50536,2.38422313797,172.0,6.61538461538,5.09153846154,1919.47
1179,5009,CORALVILLE,4052.89,101.32225,52,52241,3.34142222222,159.0,3.975,7.629,796.69
1180,5010,SAC CITY,7581.09,59.6936220472,81,50583,1.24192288464,743.55,5.85472440945,4.05645669291,1522.5
1181,5011,WILLIAMSBURG,4606.07,76.7678333333,48,52361,2.15587724868,285.56,4.75933333333,4.619,1072.35
1182,5012,PERRY,3768.17,49.5811842105,8,50220,5.46802281883,302.14,3.97552631579,5.12592105263,1448.91
1183,5013,BETTENDORF,8765.72,84.2857692308,82,52722,1.5003719024,728.75,7.00721153846,3.88192307692,2826.17
1184,5014,IOWA CITY,5370.07,99.4457407407,52,52240,3.71947865592,199.49,3.69425925926,7.76462962963,808.31
1185,5017,LANSING,8060.58,68.31,3,52151,1.29417527576,748.85,6.34618644068,4.13737288136,1257.2
1186,5018,DAVENPORT,19538.85,100.715721649,82,52802,1.79960399454,1201.66,6.19412371134,3.69324742268,5013.51
1188,5020,STANWOOD,472.08,118.02,16,52337,0.181232638889,42.6,10.65,1.515,148.8
1189,5021,OKOBOJI,2799.69,93.323,30,51355,1.9434015873,161.87,5.39566666667,4.50733333333,11.21
1190,5022,WEST DES MOINES,6545.47,76.1101162791,77,50265,1.72095206453,428.03,4.97709302326,4.06441860465,1184.83
1191,5023,CEDAR RAPIDS,1525.44,117.341538462,57,52404,0.234722222222,114.9,8.83846153846,1.54076923077,179.88
1192,5024,CEDAR RAPIDS,1473.48,98.232,57,52404,0.221611111111,124.5,8.3,1.48866666667,252.48
1193,5025,CEDAR RAPIDS,2051.52,113.973333333,57,52403,0.243275462963,157.5,8.75,1.66722222222,397.68
1194,5026,NORTH ENGLISH,1301.32,40.66625,48,52316,2.37617166412,161.63,5.0509375,3.5715625,679.29
1195,5027,SIOUX CITY,11906.43,212.614821429,97,51101,3.62248015873,544.5,9.72321428571,9.41339285714,1718.87
1196,5028,STORM LAKE,9854.93,161.556229508,11,50588,1.19821387543,572.4,9.38360655738,4.51557377049,1994.04
1197,5029,DAVENPORT,30094.57,139.326712963,82,52806,1.75369805445,1603.14,7.42194444444,5.10037037037,6166.71
1198,5030,WATERLOO,600.55,85.7928571429,7,50701,0.958484126984,48.37,6.91,3.67714285714,600.55
1199,5031,RAYMOND,6025.64,50.6356302521,7,50667,3.54907276653,376.57,3.16445378151,4.75504201681,1060.21
1200,5032,DES MOINES,793.62,79.362,77,50314,1.47991319444,70.5,7.05,2.73,291.36
1201,5033,WATERLOO,827.9,165.58,7,50702,0.775,41.85,8.37,4.548,827.9
1202,5034,MASON CITY,19995.27,113.609488636,17,50401,1.06275753784,1298.87,7.37994318182,4.09392045455,3923.51
1203,5035,COUNCIL BLUFFS,1016.58,112.953333333,78,51503,0.813333333333,50.55,5.61666666667,3.63666666667,162.0
1204,5036,CEDAR RAPIDS,9495.01,211.000222222,57,52402,1.19994166667,316.5,7.03333333333,5.78066666667,6969.7
1205,5037,JEFFERSON,7412.71,57.0208461538,37,50129,3.65053327228,479.17,3.68592307692,6.14623076923,2293.74
1206,5038,WATERLOO,5560.5,55.0544554455,7,50701,1.38771435426,289.26,2.86396039604,2.60772277228,2274.03
1207,5039,SOLON,3498.42,134.554615385,52,52333,0.519313186813,286.5,11.0192307692,4.19269230769,1505.16
1208,5040,WILTON,2133.84,112.307368421,70,52778,0.759283625731,140.24,7.38105263158,3.36473684211,591.84
1209,5041,MONTEZUMA,2232.62,93.0258333333,79,50171,0.970359347443,169.5,7.0625,4.3175,229.44
1210,5042,DUBUQUE,10852.72,117.964347826,31,52001,1.00238653813,570.55,6.20163043478,4.045,1823.18
1211,5043,WATERLOO,14515.63,100.107793103,7,50702,0.717929734537,1007.72,6.94979310345,2.97586206897,3173.26
1212,5044,CRESCENT,2109.99,95.9086363636,78,51526,1.1695544733,144.14,6.55181818182,4.11318181818,682.08
1213,5045,SIOUX CITY,6600.6,104.771428571,97,51103,1.31646864764,487.5,7.7380952381,3.79571428571,1925.02
1214,5046,KEOKUK,1915.08,147.313846154,56,52632,0.433849206349,126.0,9.69230769231,3.50230769231,769.08
1215,5047,CEDAR RAPIDS,795.06,132.51,57,52402,1.94042328042,36.0,6.0,7.94666666667,221.28
1216,5048,ROLFE,1566.34,78.317,76,50581,1.60879761905,129.25,6.4625,4.763,335.48
1217,5050,CARLISLE,23639.01,195.363719008,91,50047,1.7647413092,2137.0,17.6611570248,4.69537190083,7048.32
1218,5051,DES MOINES,5602.57,57.7584536082,77,50309,3.53587551137,301.04,3.10350515464,4.59257731959,1896.36
1219,5052,GREENFIELD,2310.3,121.594736842,1,50849,0.517989940128,170.85,8.99210526316,3.47315789474,594.18
1221,5054,MANCHESTER,41078.22,129.176792453,28,52087,1.95875940722,2966.0,9.32704402516,5.12836477987,10543.16
1222,5055,LATIMER,1033.02,147.574285714,35,50452,0.340317460317,114.0,16.2857142857,4.91,95.94
1224,5057,DES MOINES,4258.48,73.4220689655,77,50317,2.13438109026,274.47,4.73224137931,4.19120689655,741.57
1225,5058,Urbandale,3187.54,109.915172414,77,50323,1.0919108548,200.85,6.92586206897,4.82448275862,695.67
1226,5059,HUMESTON,2418.45,100.76875,93,50123,0.778341324956,227.57,9.48208333333,3.0475,519.24
1227,5060,IOWA CITY,7500.54,89.2921428571,52,52240,1.48312158289,542.1,6.45357142857,4.13095238095,1298.38
1228,5061,CEDAR RAPIDS,2882.76,144.138,57,52404,0.52075843254,197.1,9.855,3.7935,580.44
1229,5062,MONTROSE,1610.61,94.7417647059,56,52639,0.6522945845,110.4,6.49411764706,3.07529411765,291.78
1230,5063,WATERLOO,24694.01,199.145241935,7,50703,1.91176593699,1373.09,11.0733064516,3.16814516129,4562.35
1231,5064,FAIRFAX,3293.81,109.793666667,57,52228,0.675092592593,254.25,8.475,3.24166666667,274.26
1232,5065,SIOUX CITY,2728.39,37.8943055556,97,51106,2.9107396349,172.67,2.39819444444,3.68902777778,787.86
1233,5066,DUBUQUE,6365.22,219.490344828,31,52003,0.616264367816,388.5,13.3965517241,6.21896551724,2928.84
1234,5067,STORM LAKE,8416.48,90.4997849462,11,50588,4.56896477866,445.61,4.79150537634,7.26548387097,1057.88
1235,5068,ARNOLDS PARK,21599.25,71.2846534653,30,51331,2.79035269394,1490.19,4.91811881188,4.90128712871,5653.31
1236,5069,LAKE MILLS,3350.21,139.592083333,95,50450,0.623283730159,308.62,12.8591666667,3.57291666667,1019.13
1237,5070,WILTON,6691.12,29.4762995595,70,52778,2.97355949294,635.19,2.7981938326,3.88295154185,2259.37
1238,5071,DURANT,7149.19,36.6625128205,16,52747,3.08070512821,615.77,3.15779487179,4.23753846154,1564.15
1239,5072,MOUNT PLEASANT,2676.94,127.473333333,44,52641,0.835804988662,216.0,10.2857142857,4.23238095238,393.72
1240,5073,CEDAR RAPIDS,7409.64,172.317209302,57,52404,0.411184939092,497.7,11.5744186047,4.40023255814,1332.36
1242,5075,NEW SHARON,1656.08,87.1621052632,62,50207,1.50714912281,111.75,5.88157894737,4.77947368421,711.86
1243,5076,SIOUX CITY,1631.04,77.6685714286,97,51106,3.31332010582,79.55,3.7880952381,3.99523809524,875.05
1244,5077,COUNCIL BLUFFS,25290.6,160.067088608,78,51501,0.476457588239,1861.5,11.7816455696,4.90594936709,6004.26
1245,5078,COUNCIL BLUFFS,1104.11,61.3394444444,78,51501,1.86290305254,62.46,3.47,3.69388888889,594.51
1246,5079,DENISON,1710.09,90.0047368421,24,51442,0.738458646617,109.64,5.77052631579,3.53421052632,185.85
1247,5080,SPENCER,23506.93,131.323631285,21,51301,2.14488960962,2314.28,12.9289385475,4.70994413408,5659.02
1248,5081,ATLANTIC,3024.42,112.015555556,15,50022,0.534361527533,263.84,9.77185185185,3.03074074074,564.9
1249,5082,ATLANTIC,1091.43,90.9525,15,50022,0.819293430335,79.19,6.59916666667,3.38666666667,362.79
1250,5083,SIOUX CITY,2564.4,106.85,97,51104,0.885848214286,162.45,6.76875,3.76,74.4
1251,5084,CEDAR RAPIDS,1284.0,91.7142857143,57,52402,0.86662414966,74.85,5.34642857143,4.00428571429,814.62
1252,5085,HUDSON,809.63,73.6027272727,7,50643,3.0556372233,46.63,4.23909090909,7.77545454545,809.63
1253,5086,SIOUX CITY,6410.35,123.275961538,97,51106,0.661153559982,452.15,8.69519230769,3.28230769231,810.6
1255,5088,HOSPERS,2015.45,95.9738095238,84,51238,1.49826152683,161.14,7.67333333333,3.56714285714,479.16
1256,5089,MISSOURI VALLEY,3198.24,35.536,43,51555,2.91996907729,216.82,2.40911111111,3.43888888889,884.03
1257,5090,MUSCATINE,3827.79,103.453783784,70,52761,2.1153112511,226.69,6.12675675676,3.96216216216,2193.89
1258,5091,MUSCATINE,2068.66,38.3085185185,70,52761,3.30635931288,159.42,2.95222222222,3.46018518519,523.82
1259,5092,WEST DES MOINES,5816.74,83.0962857143,77,50265,1.72648696145,328.09,4.687,4.16057142857,1815.54
1260,5093,LE CLAIRE,8766.54,42.1468269231,82,52753,3.9335396507,569.42,2.73759615385,4.94519230769,2430.57
1261,5094,CEDAR RAPIDS,1384.32,86.52,57,52401,0.790590897817,139.72,8.7325,2.888125,511.86
1263,5096,NORTH LIBERTY,6711.18,113.748813559,52,52317,0.966604788808,437.5,7.41525423729,5.6293220339,2040.42
1264,5097,CEDAR RAPIDS,8372.02,130.8128125,57,52402,0.664488467262,588.75,9.19921875,4.7003125,3160.02
1265,5098,DES MOINES,9819.41,94.4174038462,77,50311,1.54397042194,556.4,5.35,3.91548076923,1360.74
1266,5099,ANKENY,2953.83,89.51,77,50023,1.17326599327,179.06,5.42606060606,4.07454545455,1250.49
1267,5100,DAVENPORT,11772.55,140.149404762,82,52802,0.664379901266,740.77,8.81869047619,2.74916666667,2180.76
1268,5101,WATERLOO,10142.1,99.4323529412,7,50701,1.18217119845,651.36,6.38588235294,4.07431372549,1701.47
1269,5102,MOUNT VERNON,184330.16,279.288121212,57,52314,1.26895011724,12155.95,18.4181060606,6.24177272727,27695.76
1270,5103,MUSCATINE,1004.17,32.3925806452,70,52761,3.82511776754,60.14,1.94,4.82258064516,42.76
1271,5104,ARNOLD'S PARK,10013.69,44.1131718062,30,51331,4.01426862126,557.77,2.45713656388,5.92127753304,1555.83
1272,5105,NORTH LIBERTY,48834.45,129.878856383,52,52317,1.60987559102,3122.81,8.30534574468,5.79050531915,2708.56
1273,5106,DEWITT,24079.12,183.810076336,23,52742,0.967449318802,1698.32,12.9642748092,4.71908396947,2691.84
1275,5108,BETTENDORF,6700.34,72.8297826087,82,52722,2.52873444264,523.91,5.69467391304,3.8575,999.95
1279,5112,Inwood,4219.35,156.272222222,60,51240,1.4542122281,257.0,9.51851851852,5.92666666667,803.56
1280,5113,WATERLOO,11490.03,101.681681416,7,50703,1.72122515452,645.47,5.71212389381,3.30946902655,2427.84
1281,5114,MISSOURI VALLEY,1589.1,93.4764705882,43,51555,0.936486928105,100.87,5.93352941176,4.05529411765,406.02
1282,5115,MANLY,2205.14,78.755,98,50456,0.804286777211,173.7,6.20357142857,3.47178571429,601.02
1283,5116,NEWTON,13278.17,77.1986627907,94,50702,2.13325237759,885.4,5.1476744186,4.36872093023,1406.57
1286,5119,CORWITH,2690.94,112.1225,41,50430,0.825846560847,226.75,9.44791666667,5.24166666667,112.5
1293,5128,DES MOINES,19885.48,92.9228037383,77,50310,0.922741506406,1680.68,7.85364485981,4.30476635514,477.0
1367,9001,SWISHER,28208.52,1226.4573913,52,52338,0.910892600781,639.0,27.7826086957,9.47391304348,2341.08
1368,9002,LECLAIRE,37700.52,856.83,82,52753,0.562795834159,1242.0,28.2272727273,6.87159090909,4865.16
1369,9010,NORWALK,5757.96,359.8725,91,50211,0.482352430556,212.4,13.275,5.96375,3861.6
